Z,N,BE_exp,BE_misr,BE_pymisr,misr_residuals,pymisr_residuals
11,13,193.5237168,201.6258043016796,191.89954475817044,8.10208750167962,-1.6241720418295529
11,16,214.83765,220.89077651515146,213.6249972317984,6.053126515151462,-1.2126527682015933
11,16,214.83765,220.89077651515146,213.6249972317984,6.053126515151462,-1.2126527682015933
11,15,208.1092,215.59308419812774,207.26686611440857,7.483884198127754,-0.8423338855914153
11,18,222.7838,228.7403066739061,224.04783179567934,5.956506673906091,1.2640317956793297
11,18,222.7838,228.7403066739061,224.04783179567934,5.956506673906091,1.2640317956793297
11,18,222.7838,228.7403066739061,224.04783179567934,5.956506673906091,1.2640317956793297
11,17,218.3804,225.2378388264504,219.19745477392473,6.857438826450391,0.817054773924724
11,17,218.3804,225.2378388264504,219.19745477392473,6.857438826450391,0.817054773924724
11,19,225.0591,231.48935043182982,228.23303862270149,6.430250431829819,3.1739386227014847
11,19,225.0591,231.48935043182982,228.23303862270149,6.430250431829819,3.1739386227014847
11,19,225.0591,231.48935043182982,228.23303862270149,6.430250431829819,3.1739386227014847
11,19,225.0591,231.48935043182982,228.23303862270149,6.430250431829819,3.1739386227014847
12,11,181.72582670000003,186.11205297287597,179.0666040210974,4.386226272875945,-2.659222678902637
12,10,168.58083,171.52561993269322,166.0826228370119,2.944789932693226,-2.4982071629880807
12,13,205.58757,209.64607976036018,201.26132287666312,4.058509760360181,-4.326247123336884
12,12,198.25704720000004,198.72999999999996,190.75361134894368,0.47295279999991635,-7.503435851056366
12,15,223.1240175,227.20516666666666,219.14244912277064,4.081149166666648,-3.9815683772293653
12,14,216.6806486,219.0777511074573,210.69359824377722,2.3971025074572765,-5.987050356222795
12,17,235.292428,240.1288751700215,233.40827411153234,4.836447170021501,-1.8841538884676652
12,16,231.628684,234.17948179695293,226.68968184429232,2.550797796952935,-4.939002155707669
12,19,243.94489,249.37654314159587,244.61408506303866,5.431653141595888,0.6691950630386714
12,19,243.94489,249.37654314159587,244.61408506303866,5.431653141595888,0.6691950630386714
12,18,241.6329,245.16302990115582,239.3635347048279,3.530129901155817,-2.2693652951720935
12,18,241.6329,245.16302990115582,239.3635347048279,3.530129901155817,-2.2693652951720935
12,20,249.72288,252.85156833928534,249.21269386336365,3.1286883392853326,-0.5101861366363494
12,20,249.72288,252.85156833928534,249.21269386336365,3.1286883392853326,-0.5101861366363494
12,22,256.71326,257.86460587657086,256.6400718621578,1.151345876570872,-0.07318813784218037
12,22,256.71326,257.86460587657086,256.6400718621578,1.151345876570872,-0.07318813784218037
12,22,256.71326,257.86460587657086,256.6400718621578,1.151345876570872,-0.07318813784218037
12,21,252.00252,255.6598947571373,253.2069896582398,3.6573747571372905,1.2044696582397876
12,21,252.00252,255.6598947571373,253.2069896582398,3.6573747571372905,1.2044696582397876
12,21,252.00252,255.6598947571373,253.2069896582398,3.6573747571372905,1.2044696582397876
12,24,260.784,260.67976622425687,261.97543102025463,-0.10423377574312553,1.1914310202546403
12,24,260.784,260.67976622425687,261.97543102025463,-0.10423377574312553,1.1914310202546403
12,24,260.784,260.67976622425687,261.97543102025463,-0.10423377574312553,1.1914310202546403
12,24,260.784,260.67976622425687,261.97543102025463,-0.10423377574312553,1.1914310202546403
12,23,257.46,259.5214171879348,259.5510366114468,2.0614171879348078,2.091036611446839
12,23,257.46,259.5214171879348,259.5510366114468,2.0614171879348078,2.091036611446839
12,23,257.46,259.5214171879348,259.5510366114468,2.0614171879348078,2.091036611446839
